Name,info,Partner
hierarchial clustering,Flavio Ballante,Karolinska Institutet
homology modeling,Flavio Ballante,Karolinska Institutet
k means clustering,Flavio Ballante,Karolinska Institutet
knowledge based scoring function,Flavio Ballante,Karolinska Institutet
ligand based pharmacophore model,Flavio Ballante,Karolinska Institutet
ligand based virtual screening,Flavio Ballante,Karolinska Institutet
linear QSAR,Flavio Ballante,Karolinska Institutet
Lipinski rule of 5 filtering,Flavio Ballante,Karolinska Institutet
local minimum search,Flavio Ballante,Karolinska Institutet
MMFF force field simulation,Flavio Ballante,Karolinska Institutet
MODELLER homology modeling,Flavio Ballante,Karolinska Institutet
molecular docking,Flavio Ballante,Karolinska Institutet
molecular docking by method,Flavio Ballante,Karolinska Institutet
molecular docking by scoring function,Flavio Ballante,Karolinska Institutet
molecular dynamics simulation,Flavio Ballante,Karolinska Institutet
multiple sequence alignment,Flavio Ballante,Karolinska Institutet
neural network QSAR,Flavio Ballante,Karolinska Institutet
Newton-Raphson method,Flavio Ballante,Karolinska Institutet
non-linear QSAR,Flavio Ballante,Karolinska Institutet
partial least squares QSAR,Flavio Ballante,Karolinska Institutet
pathway analysis,Flavio Ballante,Karolinska Institutet
principal component analysis,Flavio Ballante,Karolinska Institutet
protein-protein docking,Flavio Ballante,Karolinska Institutet
quantitative structure activity relationship analysis,Flavio Ballante,Karolinska Institutet
random conformational search,Flavio Ballante,Karolinska Institutet
receptor based pharmacophore search,Flavio Ballante,Karolinska Institutet
regression QSAR,Flavio Ballante,Karolinska Institutet
scaffold hopping,Flavio Ballante,Karolinska Institutet
sequence alignment,Flavio Ballante,Karolinska Institutet
shape fingerprint search,Flavio Ballante,Karolinska Institutet
structure activity relationship analysis,Flavio Ballante,Karolinska Institutet
structure alignment,Flavio Ballante,Karolinska Institutet
structure based virtual screening,Flavio Ballante,Karolinska Institutet
structure database search,Flavio Ballante,Karolinska Institutet
structure similarity search,Flavio Ballante,Karolinska Institutet
substructure search,Flavio Ballante,Karolinska Institutet
SwissModel homology modeling,Flavio Ballante,Karolinska Institutet
systematic conformational search,Flavio Ballante,Karolinska Institutet
target family knowledge analysis,Flavio Ballante,Karolinska Institutet
three dimensional QSAR,Flavio Ballante,Karolinska Institutet
two dimensional QSAR,Flavio Ballante,Karolinska Institutet
virtual screening,Flavio Ballante,Karolinska Institutet
2D structure prediction,Marc Jacobs,Fraunhofer-Gesellschaft
2D structure similarity search,Marc Jacobs,Fraunhofer-Gesellschaft
3D structure prediction,Marc Jacobs,Fraunhofer-Gesellschaft
3D structure similarity search,Marc Jacobs,Fraunhofer-Gesellschaft
AutoDock docking method,Marc Jacobs,Fraunhofer-Gesellschaft
cartesian conformational search,Marc Jacobs,Fraunhofer-Gesellschaft
cheminformatics method,Marc Jacobs,Fraunhofer-Gesellschaft
circular fingerprint search,Marc Jacobs,Fraunhofer-Gesellschaft
Clustal sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
ClustalW sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
ClustalX sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
computational phylogenetic analysis,Marc Jacobs,Fraunhofer-Gesellschaft
computational structure analysis,Marc Jacobs,Fraunhofer-Gesellschaft
computer simulation method,Marc Jacobs,Fraunhofer-Gesellschaft
computer simulation method by force field,Marc Jacobs,Fraunhofer-Gesellschaft
conformational search,Marc Jacobs,Fraunhofer-Gesellschaft
conjugate gradient method,Marc Jacobs,Fraunhofer-Gesellschaft
constraint molecular dynamics simulation,Marc Jacobs,Fraunhofer-Gesellschaft
Cytoscape network analysis,Marc Jacobs,Fraunhofer-Gesellschaft
data based structure generation,Marc Jacobs,Fraunhofer-Gesellschaft
database filtering,Marc Jacobs,Fraunhofer-Gesellschaft
de novo structure design,Marc Jacobs,Fraunhofer-Gesellschaft
decision tree,Marc Jacobs,Fraunhofer-Gesellschaft
descriptor matching method,Marc Jacobs,Fraunhofer-Gesellschaft
dihedral conformational search,Marc Jacobs,Fraunhofer-Gesellschaft
distance comparison modeling,Marc Jacobs,Fraunhofer-Gesellschaft
distance matrix alignment,Marc Jacobs,Fraunhofer-Gesellschaft
DrugScore scoring function,Marc Jacobs,Fraunhofer-Gesellschaft
energy minimization method,Marc Jacobs,Fraunhofer-Gesellschaft
exact match structure search,Marc Jacobs,Fraunhofer-Gesellschaft
experimental design method,Marc Jacobs,Fraunhofer-Gesellschaft
FASTA local sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
force field based scoring function,Marc Jacobs,Fraunhofer-Gesellschaft
fractional factorial design,Marc Jacobs,Fraunhofer-Gesellschaft
fragment based structure generation,Marc Jacobs,Fraunhofer-Gesellschaft
full factorial design,Marc Jacobs,Fraunhofer-Gesellschaft
global minimum search,Marc Jacobs,Fraunhofer-Gesellschaft
GOLD docking method,Marc Jacobs,Fraunhofer-Gesellschaft
GOLD scoring function,Marc Jacobs,Fraunhofer-Gesellschaft
Hartree-Fock method,Marc Jacobs,Fraunhofer-Gesellschaft
hierarchial clustering,Marc Jacobs,Fraunhofer-Gesellschaft
homology modeling,Marc Jacobs,Fraunhofer-Gesellschaft
k means clustering,Marc Jacobs,Fraunhofer-Gesellschaft
ligand based pharmacophore model,Marc Jacobs,Fraunhofer-Gesellschaft
ligand based virtual screening,Marc Jacobs,Fraunhofer-Gesellschaft
linear QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
Lipinski rule of 5 filtering,Marc Jacobs,Fraunhofer-Gesellschaft
local minimum search,Marc Jacobs,Fraunhofer-Gesellschaft
local sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
MMFF force field simulation,Marc Jacobs,Fraunhofer-Gesellschaft
MODELLER homology modeling,Marc Jacobs,Fraunhofer-Gesellschaft
molecular docking,Marc Jacobs,Fraunhofer-Gesellschaft
molecular docking by method,Marc Jacobs,Fraunhofer-Gesellschaft
molecular docking by scoring function,Marc Jacobs,Fraunhofer-Gesellschaft
molecular dynamics simulation,Marc Jacobs,Fraunhofer-Gesellschaft
multiple sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
natural language processing,Marc Jacobs,Fraunhofer-Gesellschaft
network analysis,Marc Jacobs,Fraunhofer-Gesellschaft
neural network model,Marc Jacobs,Fraunhofer-Gesellschaft
neural network QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
Newton-Raphson method,Marc Jacobs,Fraunhofer-Gesellschaft
non-linear QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
pairwise sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
parameterized model number 3,Marc Jacobs,Fraunhofer-Gesellschaft
partial least squares QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
post Hartree-Fock method,Marc Jacobs,Fraunhofer-Gesellschaft
principal component analysis,Marc Jacobs,Fraunhofer-Gesellschaft
protein-protein docking,Marc Jacobs,Fraunhofer-Gesellschaft
quantitative structure activity relationship analysis,Marc Jacobs,Fraunhofer-Gesellschaft
random conformational search,Marc Jacobs,Fraunhofer-Gesellschaft
randomized block design,Marc Jacobs,Fraunhofer-Gesellschaft
RAPTOR protein threading,Marc Jacobs,Fraunhofer-Gesellschaft
receptor based pharmacophore search,Marc Jacobs,Fraunhofer-Gesellschaft
recursive partitioning QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
regression QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
restricted open-shell Hartree-Fock,Marc Jacobs,Fraunhofer-Gesellschaft
scaffold hopping,Marc Jacobs,Fraunhofer-Gesellschaft
secondary structure analysis method,Marc Jacobs,Fraunhofer-Gesellschaft
self organizing molecular field analysis,Marc Jacobs,Fraunhofer-Gesellschaft
sequence alignment,Marc Jacobs,Fraunhofer-Gesellschaft
sequence alignment by method,Marc Jacobs,Fraunhofer-Gesellschaft
sequence alignment by type,Marc Jacobs,Fraunhofer-Gesellschaft
sequencing data alignment software,Marc Jacobs,Fraunhofer-Gesellschaft
sequencing data analysis software,Marc Jacobs,Fraunhofer-Gesellschaft
shape fingerprint search,Marc Jacobs,Fraunhofer-Gesellschaft
simulated annealing,Marc Jacobs,Fraunhofer-Gesellschaft
structure activity relationship analysis,Marc Jacobs,Fraunhofer-Gesellschaft
structure alignment,Marc Jacobs,Fraunhofer-Gesellschaft
structure based virtual screening,Marc Jacobs,Fraunhofer-Gesellschaft
structure database search,Marc Jacobs,Fraunhofer-Gesellschaft
structure similarity search,Marc Jacobs,Fraunhofer-Gesellschaft
substructure search,Marc Jacobs,Fraunhofer-Gesellschaft
SwissModel homology modeling,Marc Jacobs,Fraunhofer-Gesellschaft
systematic conformational search,Marc Jacobs,Fraunhofer-Gesellschaft
three dimensional QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
topomer search,Marc Jacobs,Fraunhofer-Gesellschaft
two dimensional QSAR,Marc Jacobs,Fraunhofer-Gesellschaft
virtual screening,Marc Jacobs,Fraunhofer-Gesellschaft
AMBER force field simulation,Alessandra Leone,Istituto Nazionale Tumori
AutoDock docking method,Alessandra Leone,Istituto Nazionale Tumori
AutoDock3 docking method,Alessandra Leone,Istituto Nazionale Tumori
AutoDock3 scoring function,Alessandra Leone,Istituto Nazionale Tumori
automatic pathway analysis,Alessandra Leone,Istituto Nazionale Tumori
basic local alignment search tool,Alessandra Leone,Istituto Nazionale Tumori
CFF force field simulation,Alessandra Leone,Istituto Nazionale Tumori
CHARMM force field simulation,Alessandra Leone,Istituto Nazionale Tumori
Clustal sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
ClustalW sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
ClustalX sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
conjugate gradient method,Alessandra Leone,Istituto Nazionale Tumori
Cytoscape network analysis,Alessandra Leone,Istituto Nazionale Tumori
DIALIGN sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
DOCK docking method,Alessandra Leone,Istituto Nazionale Tumori
DOCK4 docking method,Alessandra Leone,Istituto Nazionale Tumori
energy minimization method,Alessandra Leone,Istituto Nazionale Tumori
FASTA local sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
force field based scoring function,Alessandra Leone,Istituto Nazionale Tumori
GROMOS force field simulation,Alessandra Leone,Istituto Nazionale Tumori
GSEA-P enrichment analysis,Alessandra Leone,Istituto Nazionale Tumori
homology modeling,Alessandra Leone,Istituto Nazionale Tumori
ligand based pharmacophore model,Alessandra Leone,Istituto Nazionale Tumori
ligand based virtual screening,Alessandra Leone,Istituto Nazionale Tumori
local sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
MODELLER homology modeling,Alessandra Leone,Istituto Nazionale Tumori
molecular docking,Alessandra Leone,Istituto Nazionale Tumori
molecular docking by method,Alessandra Leone,Istituto Nazionale Tumori
molecular dynamics simulation,Alessandra Leone,Istituto Nazionale Tumori
multiple sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
network analysis,Alessandra Leone,Istituto Nazionale Tumori
pairwise sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
pathway analysis,Alessandra Leone,Istituto Nazionale Tumori
PREDATOR structure prediction,Alessandra Leone,Istituto Nazionale Tumori
PredictProtein structure prediction,Alessandra Leone,Istituto Nazionale Tumori
principal component analysis,Alessandra Leone,Istituto Nazionale Tumori
protein threading,Alessandra Leone,Istituto Nazionale Tumori
protein-protein docking,Alessandra Leone,Istituto Nazionale Tumori
second generation force field simulation,Alessandra Leone,Istituto Nazionale Tumori
secondary structure analysis method,Alessandra Leone,Istituto Nazionale Tumori
self organizing molecular field analysis,Alessandra Leone,Istituto Nazionale Tumori
sequence alignment,Alessandra Leone,Istituto Nazionale Tumori
statistical classification method,Alessandra Leone,Istituto Nazionale Tumori
structure alignment,Alessandra Leone,Istituto Nazionale Tumori
structure based virtual screening,Alessandra Leone,Istituto Nazionale Tumori
structure database search,Alessandra Leone,Istituto Nazionale Tumori
structure similarity search,Alessandra Leone,Istituto Nazionale Tumori
SwissModel homology modeling,Alessandra Leone,Istituto Nazionale Tumori
virtual screening,Alessandra Leone,Istituto Nazionale Tumori
2D structure prediction,Annika Jensen,Karolinska Institutet
2D structure similarity search,Annika Jensen,Karolinska Institutet
3D structure prediction,Annika Jensen,Karolinska Institutet
3D structure similarity search,Annika Jensen,Karolinska Institutet
AMBER force field simulation,Annika Jensen,Karolinska Institutet
AutoDock docking method,Annika Jensen,Karolinska Institutet
cheminformatics method,Annika Jensen,Karolinska Institutet
circular fingerprint search,Annika Jensen,Karolinska Institutet
Clustal sequence alignment,Annika Jensen,Karolinska Institutet
ClustalW sequence alignment,Annika Jensen,Karolinska Institutet
ClustalX sequence alignment,Annika Jensen,Karolinska Institutet
CoMFA pharmacophore search,Annika Jensen,Karolinska Institutet
comparative molecular field analysis,Annika Jensen,Karolinska Institutet
computational phylogenetic analysis,Annika Jensen,Karolinska Institutet
computational structure analysis,Annika Jensen,Karolinska Institutet
computer simulation method,Annika Jensen,Karolinska Institutet
computer simulation method by force field,Annika Jensen,Karolinska Institutet
conformational search,Annika Jensen,Karolinska Institutet
conjugate gradient method,Annika Jensen,Karolinska Institutet
constraint molecular dynamics simulation,Annika Jensen,Karolinska Institutet
data based structure generation,Annika Jensen,Karolinska Institutet
database filtering,Annika Jensen,Karolinska Institutet
de novo structure design,Annika Jensen,Karolinska Institutet
decision tree,Annika Jensen,Karolinska Institutet
descriptor matching method,Annika Jensen,Karolinska Institutet
dihedral conformational search,Annika Jensen,Karolinska Institutet
distance comparison modeling,Annika Jensen,Karolinska Institutet
DOCK docking method,Annika Jensen,Karolinska Institutet
empirical scoring function,Annika Jensen,Karolinska Institutet
energy minimization method,Annika Jensen,Karolinska Institutet
exact match structure search,Annika Jensen,Karolinska Institutet
experimental design method,Annika Jensen,Karolinska Institutet
FASTA local sequence alignment,Annika Jensen,Karolinska Institutet
force field based scoring function,Annika Jensen,Karolinska Institutet
fractional factorial design,Annika Jensen,Karolinska Institutet
fragment based structure generation,Annika Jensen,Karolinska Institutet
full factorial design,Annika Jensen,Karolinska Institutet
genetic algorithm method,Annika Jensen,Karolinska Institutet
GOLD docking method,Annika Jensen,Karolinska Institutet
GOLD scoring function,Annika Jensen,Karolinska Institutet
hierarchial clustering,Annika Jensen,Karolinska Institutet
homology modeling,Annika Jensen,Karolinska Institutet
k means clustering,Annika Jensen,Karolinska Institutet
knowledge based scoring function,Annika Jensen,Karolinska Institutet
ligand based pharmacophore model,Annika Jensen,Karolinska Institutet
ligand based virtual screening,Annika Jensen,Karolinska Institutet
linear QSAR,Annika Jensen,Karolinska Institutet
Lipinski rule of 5 filtering,Annika Jensen,Karolinska Institutet
local minimum search,Annika Jensen,Karolinska Institutet
MMFF force field simulation,Annika Jensen,Karolinska Institutet
MODELLER homology modeling,Annika Jensen,Karolinska Institutet
molecular docking,Annika Jensen,Karolinska Institutet
molecular docking by method,Annika Jensen,Karolinska Institutet
molecular docking by scoring function,Annika Jensen,Karolinska Institutet
molecular dynamics simulation,Annika Jensen,Karolinska Institutet
multiple sequence alignment,Annika Jensen,Karolinska Institutet
neural network QSAR,Annika Jensen,Karolinska Institutet
Newton-Raphson method,Annika Jensen,Karolinska Institutet
non-linear QSAR,Annika Jensen,Karolinska Institutet
partial least squares QSAR,Annika Jensen,Karolinska Institutet
pathway analysis,Annika Jensen,Karolinska Institutet
principal component analysis,Annika Jensen,Karolinska Institutet
protein-protein docking,Annika Jensen,Karolinska Institutet
quantitative structure activity relationship analysis,Annika Jensen,Karolinska Institutet
random conformational search,Annika Jensen,Karolinska Institutet
receptor based pharmacophore search,Annika Jensen,Karolinska Institutet
regression QSAR,Annika Jensen,Karolinska Institutet
scaffold hopping,Annika Jensen,Karolinska Institutet
sequence alignment,Annika Jensen,Karolinska Institutet
shape fingerprint search,Annika Jensen,Karolinska Institutet
structure activity relationship analysis,Annika Jensen,Karolinska Institutet
structure alignment,Annika Jensen,Karolinska Institutet
structure based virtual screening,Annika Jensen,Karolinska Institutet
structure database search,Annika Jensen,Karolinska Institutet
structure similarity search,Annika Jensen,Karolinska Institutet
substructure search,Annika Jensen,Karolinska Institutet
SwissModel homology modeling,Annika Jensen,Karolinska Institutet
systematic conformational search,Annika Jensen,Karolinska Institutet
target family knowledge analysis,Annika Jensen,Karolinska Institutet
three dimensional QSAR,Annika Jensen,Karolinska Institutet
two dimensional QSAR,Annika Jensen,Karolinska Institutet
virtual screening,Annika Jensen,Karolinska Institutet
2D structure prediction,Katja Herzog,Fraunhofer-Gesellschaft
2D structure similarity search,Katja Herzog,Fraunhofer-Gesellschaft
3D structure prediction,Katja Herzog,Fraunhofer-Gesellschaft
3D structure similarity search,Katja Herzog,Fraunhofer-Gesellschaft
AutoDock docking method,Katja Herzog,Fraunhofer-Gesellschaft
cartesian conformational search,Katja Herzog,Fraunhofer-Gesellschaft
cheminformatics method,Katja Herzog,Fraunhofer-Gesellschaft
circular fingerprint search,Katja Herzog,Fraunhofer-Gesellschaft
Clustal sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
ClustalW sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
ClustalX sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
computational phylogenetic analysis,Katja Herzog,Fraunhofer-Gesellschaft
computational structure analysis,Katja Herzog,Fraunhofer-Gesellschaft
computer simulation method,Katja Herzog,Fraunhofer-Gesellschaft
computer simulation method by force field,Katja Herzog,Fraunhofer-Gesellschaft
conformational search,Katja Herzog,Fraunhofer-Gesellschaft
conjugate gradient method,Katja Herzog,Fraunhofer-Gesellschaft
constraint molecular dynamics simulation,Katja Herzog,Fraunhofer-Gesellschaft
Cytoscape network analysis,Katja Herzog,Fraunhofer-Gesellschaft
data based structure generation,Katja Herzog,Fraunhofer-Gesellschaft
database filtering,Katja Herzog,Fraunhofer-Gesellschaft
de novo structure design,Katja Herzog,Fraunhofer-Gesellschaft
decision tree,Katja Herzog,Fraunhofer-Gesellschaft
descriptor matching method,Katja Herzog,Fraunhofer-Gesellschaft
dihedral conformational search,Katja Herzog,Fraunhofer-Gesellschaft
distance comparison modeling,Katja Herzog,Fraunhofer-Gesellschaft
distance matrix alignment,Katja Herzog,Fraunhofer-Gesellschaft
DrugScore scoring function,Katja Herzog,Fraunhofer-Gesellschaft
energy minimization method,Katja Herzog,Fraunhofer-Gesellschaft
exact match structure search,Katja Herzog,Fraunhofer-Gesellschaft
experimental design method,Katja Herzog,Fraunhofer-Gesellschaft
FASTA local sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
force field based scoring function,Katja Herzog,Fraunhofer-Gesellschaft
fractional factorial design,Katja Herzog,Fraunhofer-Gesellschaft
fragment based structure generation,Katja Herzog,Fraunhofer-Gesellschaft
full factorial design,Katja Herzog,Fraunhofer-Gesellschaft
global minimum search,Katja Herzog,Fraunhofer-Gesellschaft
GOLD docking method,Katja Herzog,Fraunhofer-Gesellschaft
GOLD scoring function,Katja Herzog,Fraunhofer-Gesellschaft
Hartree-Fock method,Katja Herzog,Fraunhofer-Gesellschaft
hierarchial clustering,Katja Herzog,Fraunhofer-Gesellschaft
homology modeling,Katja Herzog,Fraunhofer-Gesellschaft
k means clustering,Katja Herzog,Fraunhofer-Gesellschaft
ligand based pharmacophore model,Katja Herzog,Fraunhofer-Gesellschaft
ligand based virtual screening,Katja Herzog,Fraunhofer-Gesellschaft
linear QSAR,Katja Herzog,Fraunhofer-Gesellschaft
Lipinski rule of 5 filtering,Katja Herzog,Fraunhofer-Gesellschaft
local minimum search,Katja Herzog,Fraunhofer-Gesellschaft
local sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
MMFF force field simulation,Katja Herzog,Fraunhofer-Gesellschaft
MODELLER homology modeling,Katja Herzog,Fraunhofer-Gesellschaft
molecular docking,Katja Herzog,Fraunhofer-Gesellschaft
molecular docking by method,Katja Herzog,Fraunhofer-Gesellschaft
molecular docking by scoring function,Katja Herzog,Fraunhofer-Gesellschaft
molecular dynamics simulation,Katja Herzog,Fraunhofer-Gesellschaft
multiple sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
natural language processing,Katja Herzog,Fraunhofer-Gesellschaft
network analysis,Katja Herzog,Fraunhofer-Gesellschaft
neural network model,Katja Herzog,Fraunhofer-Gesellschaft
neural network QSAR,Katja Herzog,Fraunhofer-Gesellschaft
Newton-Raphson method,Katja Herzog,Fraunhofer-Gesellschaft
non-linear QSAR,Katja Herzog,Fraunhofer-Gesellschaft
pairwise sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
parameterized model number 3,Katja Herzog,Fraunhofer-Gesellschaft
partial least squares QSAR,Katja Herzog,Fraunhofer-Gesellschaft
post Hartree-Fock method,Katja Herzog,Fraunhofer-Gesellschaft
principal component analysis,Katja Herzog,Fraunhofer-Gesellschaft
protein-protein docking,Katja Herzog,Fraunhofer-Gesellschaft
quantitative structure activity relationship analysis,Katja Herzog,Fraunhofer-Gesellschaft
random conformational search,Katja Herzog,Fraunhofer-Gesellschaft
randomized block design,Katja Herzog,Fraunhofer-Gesellschaft
RAPTOR protein threading,Katja Herzog,Fraunhofer-Gesellschaft
receptor based pharmacophore search,Katja Herzog,Fraunhofer-Gesellschaft
recursive partitioning QSAR,Katja Herzog,Fraunhofer-Gesellschaft
regression QSAR,Katja Herzog,Fraunhofer-Gesellschaft
restricted open-shell Hartree-Fock,Katja Herzog,Fraunhofer-Gesellschaft
scaffold hopping,Katja Herzog,Fraunhofer-Gesellschaft
secondary structure analysis method,Katja Herzog,Fraunhofer-Gesellschaft
self organizing molecular field analysis,Katja Herzog,Fraunhofer-Gesellschaft
sequence alignment,Katja Herzog,Fraunhofer-Gesellschaft
sequence alignment by method,Katja Herzog,Fraunhofer-Gesellschaft
sequence alignment by type,Katja Herzog,Fraunhofer-Gesellschaft
sequencing data alignment software,Katja Herzog,Fraunhofer-Gesellschaft
sequencing data analysis software,Katja Herzog,Fraunhofer-Gesellschaft
shape fingerprint search,Katja Herzog,Fraunhofer-Gesellschaft
simulated annealing,Katja Herzog,Fraunhofer-Gesellschaft
structure activity relationship analysis,Katja Herzog,Fraunhofer-Gesellschaft
structure alignment,Katja Herzog,Fraunhofer-Gesellschaft
structure based virtual screening,Katja Herzog,Fraunhofer-Gesellschaft
structure database search,Katja Herzog,Fraunhofer-Gesellschaft
structure similarity search,Katja Herzog,Fraunhofer-Gesellschaft
substructure search,Katja Herzog,Fraunhofer-Gesellschaft
SwissModel homology modeling,Katja Herzog,Fraunhofer-Gesellschaft
systematic conformational search,Katja Herzog,Fraunhofer-Gesellschaft
three dimensional QSAR,Katja Herzog,Fraunhofer-Gesellschaft
topomer search,Katja Herzog,Fraunhofer-Gesellschaft
two dimensional QSAR,Katja Herzog,Fraunhofer-Gesellschaft
virtual screening,Katja Herzog,Fraunhofer-Gesellschaft
2D structure prediction,Anna-Lena Gustavsson,Karolinska Institutet
2D structure similarity search,Anna-Lena Gustavsson,Karolinska Institutet
3D structure prediction,Anna-Lena Gustavsson,Karolinska Institutet
3D structure similarity search,Anna-Lena Gustavsson,Karolinska Institutet
AMBER force field simulation,Anna-Lena Gustavsson,Karolinska Institutet
AutoDock docking method,Anna-Lena Gustavsson,Karolinska Institutet
cheminformatics method,Anna-Lena Gustavsson,Karolinska Institutet
circular fingerprint search,Anna-Lena Gustavsson,Karolinska Institutet
Clustal sequence alignment,Anna-Lena Gustavsson,Karolinska Institutet
ClustalW sequence alignment,Anna-Lena Gustavsson,Karolinska Institutet
ClustalX sequence alignment,Anna-Lena Gustavsson,Karolinska Institutet
CoMFA pharmacophore search,Anna-Lena Gustavsson,Karolinska Institutet
comparative molecular field analysis,Anna-Lena Gustavsson,Karolinska Institutet
computational phylogenetic analysis,Anna-Lena Gustavsson,Karolinska Institutet
computational structure analysis,Anna-Lena Gustavsson,Karolinska Institutet
computer simulation method,Anna-Lena Gustavsson,Karolinska Institutet
computer simulation method by force field,Anna-Lena Gustavsson,Karolinska Institutet
conformational search,Anna-Lena Gustavsson,Karolinska Institutet
conjugate gradient method,Anna-Lena Gustavsson,Karolinska Institutet
constraint molecular dynamics simulation,Anna-Lena Gustavsson,Karolinska Institutet
data based structure generation,Anna-Lena Gustavsson,Karolinska Institutet
database filtering,Anna-Lena Gustavsson,Karolinska Institutet
de novo structure design,Anna-Lena Gustavsson,Karolinska Institutet
decision tree,Anna-Lena Gustavsson,Karolinska Institutet
descriptor matching method,Anna-Lena Gustavsson,Karolinska Institutet
dihedral conformational search,Anna-Lena Gustavsson,Karolinska Institutet
distance comparison modeling,Anna-Lena Gustavsson,Karolinska Institutet
DOCK docking method,Anna-Lena Gustavsson,Karolinska Institutet
empirical scoring function,Anna-Lena Gustavsson,Karolinska Institutet
energy minimization method,Anna-Lena Gustavsson,Karolinska Institutet
exact match structure search,Anna-Lena Gustavsson,Karolinska Institutet
experimental design method,Anna-Lena Gustavsson,Karolinska Institutet
FASTA local sequence alignment,Anna-Lena Gustavsson,Karolinska Institutet
force field based scoring function,Anna-Lena Gustavsson,Karolinska Institutet
fractional factorial design,Anna-Lena Gustavsson,Karolinska Institutet
fragment based structure generation,Anna-Lena Gustavsson,Karolinska Institutet
full factorial design,Anna-Lena Gustavsson,Karolinska Institutet
genetic algorithm method,Anna-Lena Gustavsson,Karolinska Institutet
GOLD docking method,Anna-Lena Gustavsson,Karolinska Institutet
GOLD scoring function,Anna-Lena Gustavsson,Karolinska Institutet
hierarchial clustering,Anna-Lena Gustavsson,Karolinska Institutet
homology modeling,Anna-Lena Gustavsson,Karolinska Institutet
k means clustering,Anna-Lena Gustavsson,Karolinska Institutet
knowledge based scoring function,Anna-Lena Gustavsson,Karolinska Institutet
ligand based pharmacophore model,Anna-Lena Gustavsson,Karolinska Institutet
ligand based virtual screening,Anna-Lena Gustavsson,Karolinska Institutet
linear QSAR,Anna-Lena Gustavsson,Karolinska Institutet
Lipinski rule of 5 filtering,Anna-Lena Gustavsson,Karolinska Institutet
local minimum search,Anna-Lena Gustavsson,Karolinska Institutet
MMFF force field simulation,Anna-Lena Gustavsson,Karolinska Institutet
MODELLER homology modeling,Anna-Lena Gustavsson,Karolinska Institutet
molecular docking,Anna-Lena Gustavsson,Karolinska Institutet
molecular docking by method,Anna-Lena Gustavsson,Karolinska Institutet
molecular docking by scoring function,Anna-Lena Gustavsson,Karolinska Institutet
molecular dynamics simulation,Anna-Lena Gustavsson,Karolinska Institutet
multiple sequence alignment,Anna-Lena Gustavsson,Karolinska Institutet
neural network QSAR,Anna-Lena Gustavsson,Karolinska Institutet
Newton-Raphson method,Anna-Lena Gustavsson,Karolinska Institutet
non-linear QSAR,Anna-Lena Gustavsson,Karolinska Institutet
partial least squares QSAR,Anna-Lena Gustavsson,Karolinska Institutet
pathway analysis,Anna-Lena Gustavsson,Karolinska Institutet
principal component analysis,Anna-Lena Gustavsson,Karolinska Institutet
protein-protein docking,Anna-Lena Gustavsson,Karolinska Institutet
quantitative structure activity relationship analysis,Anna-Lena Gustavsson,Karolinska Institutet
random conformational search,Anna-Lena Gustavsson,Karolinska Institutet
receptor based pharmacophore search,Anna-Lena Gustavsson,Karolinska Institutet
regression QSAR,Anna-Lena Gustavsson,Karolinska Institutet
scaffold hopping,Anna-Lena Gustavsson,Karolinska Institutet
sequence alignment,Anna-Lena Gustavsson,Karolinska Institutet
shape fingerprint search,Anna-Lena Gustavsson,Karolinska Institutet
structure activity relationship analysis,Anna-Lena Gustavsson,Karolinska Institutet
structure alignment,Anna-Lena Gustavsson,Karolinska Institutet
structure based virtual screening,Anna-Lena Gustavsson,Karolinska Institutet
structure database search,Anna-Lena Gustavsson,Karolinska Institutet
structure similarity search,Anna-Lena Gustavsson,Karolinska Institutet
substructure search,Anna-Lena Gustavsson,Karolinska Institutet
SwissModel homology modeling,Anna-Lena Gustavsson,Karolinska Institutet
