Name,info,Partner
intestinal fluid stability assay,Marc Jacobs,Fraunhofer-Gesellschaft
ion channel assay,Marc Jacobs,Fraunhofer-Gesellschaft
kinase activity assay,Marc Jacobs,Fraunhofer-Gesellschaft
kinetic assay,Marc Jacobs,Fraunhofer-Gesellschaft
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Marc Jacobs,Fraunhofer-Gesellschaft
localization assay,Marc Jacobs,Fraunhofer-Gesellschaft
low throughput screening,Marc Jacobs,Fraunhofer-Gesellschaft
luciferase enzyme activity assay,Marc Jacobs,Fraunhofer-Gesellschaft
luciferase reporter gene assay,Marc Jacobs,Fraunhofer-Gesellschaft
medium throughput screening,Marc Jacobs,Fraunhofer-Gesellschaft
membrane permeability assessment,Marc Jacobs,Fraunhofer-Gesellschaft
metabolic stability assay,Marc Jacobs,Fraunhofer-Gesellschaft
metabolomic assay,Marc Jacobs,Fraunhofer-Gesellschaft
Migration Assay,Marc Jacobs,Fraunhofer-Gesellschaft
mitochondrial membrane potential assay,Marc Jacobs,Fraunhofer-Gesellschaft
mitosis/apoptosis assay,Marc Jacobs,Fraunhofer-Gesellschaft
mitotic cell cycle state assay,Marc Jacobs,Fraunhofer-Gesellschaft
neurite outgrowth assay,Marc Jacobs,Fraunhofer-Gesellschaft
optical microscopy,Marc Jacobs,Fraunhofer-Gesellschaft
other pharmacokinetic studies,Marc Jacobs,Fraunhofer-Gesellschaft
oxidative stress assay,Marc Jacobs,Fraunhofer-Gesellschaft
PD biomarker assay,Marc Jacobs,Fraunhofer-Gesellschaft
permeability assay,Marc Jacobs,Fraunhofer-Gesellschaft
pH stability assay,Marc Jacobs,Fraunhofer-Gesellschaft
pharmacodynamic assay,Marc Jacobs,Fraunhofer-Gesellschaft
pharmacokinetic assay,Marc Jacobs,Fraunhofer-Gesellschaft
Pharmacology: Primary Pharmacodynamics,Marc Jacobs,Fraunhofer-Gesellschaft
phosphatase activity assay,Marc Jacobs,Fraunhofer-Gesellschaft
phosphorylation assay,Marc Jacobs,Fraunhofer-Gesellschaft
plasma stability assay,Marc Jacobs,Fraunhofer-Gesellschaft
preclinical development stage,Marc Jacobs,Fraunhofer-Gesellschaft
primary assay,Marc Jacobs,Fraunhofer-Gesellschaft
protease activity assay,Marc Jacobs,Fraunhofer-Gesellschaft
protein expression assay,Marc Jacobs,Fraunhofer-Gesellschaft
protein folding assay,Marc Jacobs,Fraunhofer-Gesellschaft
protein stability assay,Marc Jacobs,Fraunhofer-Gesellschaft
protein unfolding assay,Marc Jacobs,Fraunhofer-Gesellschaft
protein-protein interaction assay,Marc Jacobs,Fraunhofer-Gesellschaft
protein-small molecule interaction assay,Marc Jacobs,Fraunhofer-Gesellschaft
protein-turnover assay,Marc Jacobs,Fraunhofer-Gesellschaft
quantitative PCR,Marc Jacobs,Fraunhofer-Gesellschaft
quantitative reverse transcription PCR,Marc Jacobs,Fraunhofer-Gesellschaft
real-time PCR ,Marc Jacobs,Fraunhofer-Gesellschaft
receptor induction assay,Marc Jacobs,Fraunhofer-Gesellschaft
receptor internalization assay,Marc Jacobs,Fraunhofer-Gesellschaft
redistribution assay,Marc Jacobs,Fraunhofer-Gesellschaft
reporter gene assay,Marc Jacobs,Fraunhofer-Gesellschaft
reverse transcription PCR,Marc Jacobs,Fraunhofer-Gesellschaft
safety pharmacology assay,Marc Jacobs,Fraunhofer-Gesellschaft
sandwich ELISA,Marc Jacobs,Fraunhofer-Gesellschaft
second messenger assay,Marc Jacobs,Fraunhofer-Gesellschaft
secondary assay,Marc Jacobs,Fraunhofer-Gesellschaft
selectivity assay,Marc Jacobs,Fraunhofer-Gesellschaft
signal transduction assay,Marc Jacobs,Fraunhofer-Gesellschaft
signaling pathway assay,Marc Jacobs,Fraunhofer-Gesellschaft
solubility assay,Marc Jacobs,Fraunhofer-Gesellschaft
surface plasmon resonance,Marc Jacobs,Fraunhofer-Gesellschaft
targeted metabolomic assay,Marc Jacobs,Fraunhofer-Gesellschaft
thermal shift assay,Marc Jacobs,Fraunhofer-Gesellschaft
thermodynamic solubility assay,Marc Jacobs,Fraunhofer-Gesellschaft
time resolved fluorescence resonance energy transfer,Marc Jacobs,Fraunhofer-Gesellschaft
tissue distribution assay,Marc Jacobs,Fraunhofer-Gesellschaft
tissue homogenate stability assay,Marc Jacobs,Fraunhofer-Gesellschaft
toxicity assay,Marc Jacobs,Fraunhofer-Gesellschaft
whole blood stability assay,Marc Jacobs,Fraunhofer-Gesellschaft
24 well plate,Tanja Rossmanith,Fraunhofer-Gesellschaft
384 well plate,Tanja Rossmanith,Fraunhofer-Gesellschaft
96 well plate,Tanja Rossmanith,Fraunhofer-Gesellschaft
ADMET,Tanja Rossmanith,Fraunhofer-Gesellschaft
apoptosis assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
artifact assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
assay format,Tanja Rossmanith,Fraunhofer-Gesellschaft
assay screening campaign stage,Tanja Rossmanith,Fraunhofer-Gesellschaft
assay screening throughput,Tanja Rossmanith,Fraunhofer-Gesellschaft
Bead-based immunoassay for protein state,Tanja Rossmanith,Fraunhofer-Gesellschaft
binding assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
bioassay,Tanja Rossmanith,Fraunhofer-Gesellschaft
bioassay specification,Tanja Rossmanith,Fraunhofer-Gesellschaft
bioassay type,Tanja Rossmanith,Fraunhofer-Gesellschaft
bioavailability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
biochemical format,Tanja Rossmanith,Fraunhofer-Gesellschaft
brightfield microscopy,Tanja Rossmanith,Fraunhofer-Gesellschaft
Caco-2 permeability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
calcium redistribution assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cAMP redistribution assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell based format,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell cycle assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell density determination,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell growth assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell morphology assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell motility assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell permeability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell proliferation assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell viability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cell viability ATP quantitation assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
chemical stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
chemotaxis assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
circular dichroism,Tanja Rossmanith,Fraunhofer-Gesellschaft
competitive immunoassay,Tanja Rossmanith,Fraunhofer-Gesellschaft
compound aggregation assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
compound fluorescence assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
compound library,Tanja Rossmanith,Fraunhofer-Gesellschaft
compound redox activity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
compound toxicity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
concentration response assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
confirmatory assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
confocal microscopy,Tanja Rossmanith,Fraunhofer-Gesellschaft
counter screening assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cytochrome P450 enzyme activity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
cytokine secretion assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
direct enzyme activity measurement method,Tanja Rossmanith,Fraunhofer-Gesellschaft
drug absorption assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
drug excretion assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
drug metabolism assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
ELISA,Tanja Rossmanith,Fraunhofer-Gesellschaft
ELISA protein state assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
endpoint assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
enzymatic stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
enzyme activity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
enzyme fragment complementation,Tanja Rossmanith,Fraunhofer-Gesellschaft
enzyme induction assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
enzyme inhibition assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Fluorescence imaging apoptosis assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Fluorescence imaging cell count assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Fluorescence imaging cell cycle state assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Fluorescence imaging cell growth inhibition assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Fluorescence imaging morphology assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Fluorescence imaging multiplex cytological profiling assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Fluorescence imaging protein state assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
fluorescence microscopy,Tanja Rossmanith,Fraunhofer-Gesellschaft
fluorescent protein reporter gene assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
functional,Tanja Rossmanith,Fraunhofer-Gesellschaft
functional phenotypic,Tanja Rossmanith,Fraunhofer-Gesellschaft
"functional target-based_x000D_
",Tanja Rossmanith,Fraunhofer-Gesellschaft
gastric fluid stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
gene knock in,Tanja Rossmanith,Fraunhofer-Gesellschaft
gene knockdown,Tanja Rossmanith,Fraunhofer-Gesellschaft
genotoxicity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
high throughput screening,Tanja Rossmanith,Fraunhofer-Gesellschaft
homogeneous time resolved fluorescence,Tanja Rossmanith,Fraunhofer-Gesellschaft
HPLC System,Tanja Rossmanith,Fraunhofer-Gesellschaft
hybrid screening,Tanja Rossmanith,Fraunhofer-Gesellschaft
immunoassay,Tanja Rossmanith,Fraunhofer-Gesellschaft
immunocytochemistry,Tanja Rossmanith,Fraunhofer-Gesellschaft
immunofluorescent labeling,Tanja Rossmanith,Fraunhofer-Gesellschaft
immunohistochemistry,Tanja Rossmanith,Fraunhofer-Gesellschaft
in situ immunoassay,Tanja Rossmanith,Fraunhofer-Gesellschaft
in vivo efficacy assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
in vivo PK/PD assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
interstitial fluid stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
intestinal fluid stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
ion channel assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
kinase activity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
kinetic assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Tanja Rossmanith,Fraunhofer-Gesellschaft
localization assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
low throughput screening,Tanja Rossmanith,Fraunhofer-Gesellschaft
luciferase enzyme activity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
luciferase reporter gene assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
medium throughput screening,Tanja Rossmanith,Fraunhofer-Gesellschaft
membrane permeability assessment,Tanja Rossmanith,Fraunhofer-Gesellschaft
metabolic stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
metabolomic assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Migration Assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
mitochondrial membrane potential assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
mitosis/apoptosis assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
mitotic cell cycle state assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
neurite outgrowth assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
optical microscopy,Tanja Rossmanith,Fraunhofer-Gesellschaft
other pharmacokinetic studies,Tanja Rossmanith,Fraunhofer-Gesellschaft
oxidative stress assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
PD biomarker assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
permeability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
pH stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
pharmacodynamic assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
pharmacokinetic assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
Pharmacology: Primary Pharmacodynamics,Tanja Rossmanith,Fraunhofer-Gesellschaft
phosphatase activity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
phosphorylation assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
plasma stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
preclinical development stage,Tanja Rossmanith,Fraunhofer-Gesellschaft
primary assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protease activity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protein expression assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protein folding assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protein stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protein unfolding assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protein-protein interaction assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protein-small molecule interaction assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
protein-turnover assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
quantitative PCR,Tanja Rossmanith,Fraunhofer-Gesellschaft
quantitative reverse transcription PCR,Tanja Rossmanith,Fraunhofer-Gesellschaft
real-time PCR ,Tanja Rossmanith,Fraunhofer-Gesellschaft
receptor induction assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
receptor internalization assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
redistribution assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
reporter gene assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
reverse transcription PCR,Tanja Rossmanith,Fraunhofer-Gesellschaft
safety pharmacology assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
sandwich ELISA,Tanja Rossmanith,Fraunhofer-Gesellschaft
second messenger assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
secondary assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
selectivity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
signal transduction assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
signaling pathway assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
solubility assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
surface plasmon resonance,Tanja Rossmanith,Fraunhofer-Gesellschaft
targeted metabolomic assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
thermal shift assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
thermodynamic solubility assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
time resolved fluorescence resonance energy transfer,Tanja Rossmanith,Fraunhofer-Gesellschaft
tissue distribution assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
tissue homogenate stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
toxicity assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
whole blood stability assay,Tanja Rossmanith,Fraunhofer-Gesellschaft
1536 well plate,Annika Jenmalm Jensen,Karolinska Institutet
24 well plate,Annika Jenmalm Jensen,Karolinska Institutet
384 well plate,Annika Jenmalm Jensen,Karolinska Institutet
96 well plate,Annika Jenmalm Jensen,Karolinska Institutet
ADMET,Annika Jenmalm Jensen,Karolinska Institutet
antigen down assay,Annika Jenmalm Jensen,Karolinska Institutet
apoptosis assay,Annika Jenmalm Jensen,Karolinska Institutet
artifact assay,Annika Jenmalm Jensen,Karolinska Institutet
assay format,Annika Jenmalm Jensen,Karolinska Institutet
assay screening campaign stage,Annika Jenmalm Jensen,Karolinska Institutet
assay screening throughput,Annika Jenmalm Jensen,Karolinska Institutet
Bead-based immunoassay for protein state,Annika Jenmalm Jensen,Karolinska Institutet
binding assay,Annika Jenmalm Jensen,Karolinska Institutet
bioassay,Annika Jenmalm Jensen,Karolinska Institutet
bioassay specification,Annika Jenmalm Jensen,Karolinska Institutet
bioassay type,Annika Jenmalm Jensen,Karolinska Institutet
biochemical format,Annika Jenmalm Jensen,Karolinska Institutet
Bisulfite Sequencing assay,Annika Jenmalm Jensen,Karolinska Institutet
brightfield microscopy,Annika Jenmalm Jensen,Karolinska Institutet
BSEP inhibition assay,Annika Jenmalm Jensen,Karolinska Institutet
Caco-2 permeability assay,Annika Jenmalm Jensen,Karolinska Institutet
calcium redistribution assay,Annika Jenmalm Jensen,Karolinska Institutet
cAMP redistribution assay,Annika Jenmalm Jensen,Karolinska Institutet
cell based format,Annika Jenmalm Jensen,Karolinska Institutet
cell binding assay,Annika Jenmalm Jensen,Karolinska Institutet
cell cycle assay,Annika Jenmalm Jensen,Karolinska Institutet
cell density determination,Annika Jenmalm Jensen,Karolinska Institutet
cell growth assay,Annika Jenmalm Jensen,Karolinska Institutet
cell morphology assay,Annika Jenmalm Jensen,Karolinska Institutet
cell motility assay,Annika Jenmalm Jensen,Karolinska Institutet
cell permeability assay,Annika Jenmalm Jensen,Karolinska Institutet
cell proliferation assay,Annika Jenmalm Jensen,Karolinska Institutet
cell viability assay,Annika Jenmalm Jensen,Karolinska Institutet
cell viability ATP quantitation assay,Annika Jenmalm Jensen,Karolinska Institutet
chemotaxis assay,Annika Jenmalm Jensen,Karolinska Institutet
competitive immunoassay,Annika Jenmalm Jensen,Karolinska Institutet
compound aggregation assay,Annika Jenmalm Jensen,Karolinska Institutet
compound fluorescence assay,Annika Jenmalm Jensen,Karolinska Institutet
compound library,Annika Jenmalm Jensen,Karolinska Institutet
compound redox activity assay,Annika Jenmalm Jensen,Karolinska Institutet
compound toxicity assay,Annika Jenmalm Jensen,Karolinska Institutet
concentration response assay,Annika Jenmalm Jensen,Karolinska Institutet
confirmatory assay,Annika Jenmalm Jensen,Karolinska Institutet
confocal microscopy,Annika Jenmalm Jensen,Karolinska Institutet
counter screening assay,Annika Jenmalm Jensen,Karolinska Institutet
cytochrome P450 enzyme activity assay,Annika Jenmalm Jensen,Karolinska Institutet
cytokine secretion assay,Annika Jenmalm Jensen,Karolinska Institutet
direct enzyme activity measurement method,Annika Jenmalm Jensen,Karolinska Institutet
drug absorption assay,Annika Jenmalm Jensen,Karolinska Institutet
drug excretion assay,Annika Jenmalm Jensen,Karolinska Institutet
dye redistribution assay,Annika Jenmalm Jensen,Karolinska Institutet
ELISA,Annika Jenmalm Jensen,Karolinska Institutet
endpoint assay,Annika Jenmalm Jensen,Karolinska Institutet
enzymatic stability assay,Annika Jenmalm Jensen,Karolinska Institutet
enzyme activity assay,Annika Jenmalm Jensen,Karolinska Institutet
enzyme complementation,Annika Jenmalm Jensen,Karolinska Institutet
enzyme fragment complementation,Annika Jenmalm Jensen,Karolinska Institutet
enzyme induction assay,Annika Jenmalm Jensen,Karolinska Institutet
enzyme inhibition assay,Annika Jenmalm Jensen,Karolinska Institutet
epigenetic profiling assay,Annika Jenmalm Jensen,Karolinska Institutet
Fluorescence imaging apoptosis assay,Annika Jenmalm Jensen,Karolinska Institutet
Fluorescence imaging cell count assay,Annika Jenmalm Jensen,Karolinska Institutet
Fluorescence imaging cell cycle state assay,Annika Jenmalm Jensen,Karolinska Institutet
Fluorescence imaging cell growth inhibition assay,Annika Jenmalm Jensen,Karolinska Institutet
Fluorescence imaging morphology assay,Annika Jenmalm Jensen,Karolinska Institutet
Fluorescence imaging multiplex cytological profiling assay,Annika Jenmalm Jensen,Karolinska Institutet
Fluorescence imaging protein state assay,Annika Jenmalm Jensen,Karolinska Institutet
fluorescence microscopy,Annika Jenmalm Jensen,Karolinska Institutet
fluorescent protein reporter gene assay,Annika Jenmalm Jensen,Karolinska Institutet
functional,Annika Jenmalm Jensen,Karolinska Institutet
functional phenotypic,Annika Jenmalm Jensen,Karolinska Institutet
"functional target-based_x000D_
",Annika Jenmalm Jensen,Karolinska Institutet
gene expression assay,Annika Jenmalm Jensen,Karolinska Institutet
gene knock in,Annika Jenmalm Jensen,Karolinska Institutet
gene knockdown,Annika Jenmalm Jensen,Karolinska Institutet
gene knockout,Annika Jenmalm Jensen,Karolinska Institutet
GSH adduct formation,Annika Jenmalm Jensen,Karolinska Institutet
hepatocyte stability assay,Annika Jenmalm Jensen,Karolinska Institutet
high throughput screening,Annika Jenmalm Jensen,Karolinska Institutet
homogeneous time resolved fluorescence,Annika Jenmalm Jensen,Karolinska Institutet
HPLC System,Annika Jenmalm Jensen,Karolinska Institutet
imaging cytometer,Annika Jenmalm Jensen,Karolinska Institutet
immunoassay,Annika Jenmalm Jensen,Karolinska Institutet
immunoblot,Annika Jenmalm Jensen,Karolinska Institutet
immunocytochemistry,Annika Jenmalm Jensen,Karolinska Institutet
immunofluorescent labeling,Annika Jenmalm Jensen,Karolinska Institutet
immunohistochemistry,Annika Jenmalm Jensen,Karolinska Institutet
in situ immunoassay,Annika Jenmalm Jensen,Karolinska Institutet
in vivo efficacy assay,Annika Jenmalm Jensen,Karolinska Institutet
ion channel assay,Annika Jenmalm Jensen,Karolinska Institutet
isothermal titration calorimetry,Annika Jenmalm Jensen,Karolinska Institutet
kinase activity assay,Annika Jenmalm Jensen,Karolinska Institutet
kinetic assay,Annika Jenmalm Jensen,Karolinska Institutet
lead optimization assay,Annika Jenmalm Jensen,Karolinska Institutet
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Annika Jenmalm Jensen,Karolinska Institutet
low throughput screening,Annika Jenmalm Jensen,Karolinska Institutet
luciferase enzyme activity assay,Annika Jenmalm Jensen,Karolinska Institutet
luciferase reporter gene assay,Annika Jenmalm Jensen,Karolinska Institutet
mass spectrometry,Annika Jenmalm Jensen,Karolinska Institutet
medium throughput screening,Annika Jenmalm Jensen,Karolinska Institutet
membrane permeability assessment,Annika Jenmalm Jensen,Karolinska Institutet
metabolic stability assay,Annika Jenmalm Jensen,Karolinska Institutet
Migration Assay,Annika Jenmalm Jensen,Karolinska Institutet
mitochondrial membrane potential assay,Annika Jenmalm Jensen,Karolinska Institutet
mitosis/apoptosis assay,Annika Jenmalm Jensen,Karolinska Institutet
MS protein quantification assay,Annika Jenmalm Jensen,Karolinska Institutet
MS protein state assay,Annika Jenmalm Jensen,Karolinska Institutet
neurite outgrowth assay,Annika Jenmalm Jensen,Karolinska Institutet
oxidative stress assay,Annika Jenmalm Jensen,Karolinska Institutet
parental cell line assay,Annika Jenmalm Jensen,Karolinska Institutet
patch clamp,Annika Jenmalm Jensen,Karolinska Institutet
PD biomarker assay,Annika Jenmalm Jensen,Karolinska Institutet
permeability assay,Annika Jenmalm Jensen,Karolinska Institutet
pH stability assay,Annika Jenmalm Jensen,Karolinska Institutet
pharmacodynamic assay,Annika Jenmalm Jensen,Karolinska Institutet
pharmacokinetic assay,Annika Jenmalm Jensen,Karolinska Institutet
Pharmacology: Primary Pharmacodynamics,Annika Jenmalm Jensen,Karolinska Institutet
phosphatase activity assay,Annika Jenmalm Jensen,Karolinska Institutet
phosphorylation assay,Annika Jenmalm Jensen,Karolinska Institutet
physicochemical assay,Annika Jenmalm Jensen,Karolinska Institutet
plasma protein binding assay,Annika Jenmalm Jensen,Karolinska Institutet
plasma stability assay,Annika Jenmalm Jensen,Karolinska Institutet
posttranslation modification assay,Annika Jenmalm Jensen,Karolinska Institutet
preclinical development stage,Annika Jenmalm Jensen,Karolinska Institutet
primary assay,Annika Jenmalm Jensen,Karolinska Institutet
protease activity assay,Annika Jenmalm Jensen,Karolinska Institutet
protein expression assay,Annika Jenmalm Jensen,Karolinska Institutet
protein redistribution assay,Annika Jenmalm Jensen,Karolinska Institutet
protein stability assay,Annika Jenmalm Jensen,Karolinska Institutet
protein unfolding assay,Annika Jenmalm Jensen,Karolinska Institutet
protein-protein interaction assay,Annika Jenmalm Jensen,Karolinska Institutet
protein-small molecule interaction assay,Annika Jenmalm Jensen,Karolinska Institutet
protein-turnover assay,Annika Jenmalm Jensen,Karolinska Institutet
real-time PCR ,Annika Jenmalm Jensen,Karolinska Institutet
receptor induction assay,Annika Jenmalm Jensen,Karolinska Institutet
receptor internalization assay,Annika Jenmalm Jensen,Karolinska Institutet
reporter gene assay,Annika Jenmalm Jensen,Karolinska Institutet
RNA-seq gene expression profiling assay,Annika Jenmalm Jensen,Karolinska Institutet
sandwich ELISA,Annika Jenmalm Jensen,Karolinska Institutet
SAR by NMR,Annika Jenmalm Jensen,Karolinska Institutet
second messenger assay,Annika Jenmalm Jensen,Karolinska Institutet
secondary assay,Annika Jenmalm Jensen,Karolinska Institutet
selectivity assay,Annika Jenmalm Jensen,Karolinska Institutet
signal transduction assay,Annika Jenmalm Jensen,Karolinska Institutet
signaling pathway assay,Annika Jenmalm Jensen,Karolinska Institutet
surface plasmon resonance,Annika Jenmalm Jensen,Karolinska Institutet
SWATH MS protein profiling assay,Annika Jenmalm Jensen,Karolinska Institutet
SWATH-MS protein quantification assay,Annika Jenmalm Jensen,Karolinska Institutet
target engagement assay,Annika Jenmalm Jensen,Karolinska Institutet
thermal shift assay,Annika Jenmalm Jensen,Karolinska Institutet
time resolved fluorescence resonance energy transfer,Annika Jenmalm Jensen,Karolinska Institutet
toxicity assay,Annika Jenmalm Jensen,Karolinska Institutet
1536 well plate,Tero Aittokallio,University of Helsinki (FIMM-UH)
24 well plate,Tero Aittokallio,University of Helsinki (FIMM-UH)
384 well plate,Tero Aittokallio,University of Helsinki (FIMM-UH)
96 well plate,Tero Aittokallio,University of Helsinki (FIMM-UH)
ADMET,Tero Aittokallio,University of Helsinki (FIMM-UH)
antigen down assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
apoptosis assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
artifact assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
assay format,Tero Aittokallio,University of Helsinki (FIMM-UH)
assay screening campaign stage,Tero Aittokallio,University of Helsinki (FIMM-UH)
assay screening throughput,Tero Aittokallio,University of Helsinki (FIMM-UH)
binding assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
bioassay,Tero Aittokallio,University of Helsinki (FIMM-UH)
bioassay specification,Tero Aittokallio,University of Helsinki (FIMM-UH)
bioassay type,Tero Aittokallio,University of Helsinki (FIMM-UH)
biochemical format,Tero Aittokallio,University of Helsinki (FIMM-UH)
brightfield microscopy,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell based format,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell cycle assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell density determination,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell growth assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell morphology assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell motility assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell permeability assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell proliferation assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell viability assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
cell viability ATP quantitation assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
chemotaxis assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
competitive immunoassay,Tero Aittokallio,University of Helsinki (FIMM-UH)
compound fluorescence assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
compound library,Tero Aittokallio,University of Helsinki (FIMM-UH)
compound toxicity assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
concentration response assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
confirmatory assay,Tero Aittokallio,University of Helsinki (FIMM-UH)
